,text,favorited,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,retweeted,longitude,latitude
14,This was all inspired by a little Marvin Gaye and Chardonnay...,FALSE,NA,8/8/13 11:30,FALSE,NA,3.65435E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",StealthStowe,0,FALSE,NA,NA
15,Just decided on @EastDellEstates Black Cab (for the heron of course) and @calamuswinery Barrel Kissed Chardonnay as wedding wines!,FALSE,NA,8/8/13 11:29,FALSE,NA,3.65435E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jenn_oneil,0,FALSE,NA,NA
16,@LilLakers JUST TO SET THE MOOD GIRL I BROUGHT SOME MARVIN GAYE AND CHARDONNAY SO JUST LET THE SONG PLAAAY,FALSE,LilLakers,8/8/13 11:28,FALSE,3.65407E+17,3.65434E+17,259320825,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kirannx,0,FALSE,NA,NA
17,RT @_barneywynne_: Just to set the mood girl i brought some marvin gaye and chardonnay,FALSE,NA,8/8/13 11:28,FALSE,NA,3.65434E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",argxox,1,FALSE,NA,NA
18,@TylerHickok was it inspired by a little Marvin gaye abs chardonnay?,FALSE,TylerHickok,8/8/13 11:27,FALSE,3.65292E+17,3.65434E+17,335462004,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BlakeCunning21,0,FALSE,NA,NA
19,Just to set the mood girl i brought some marvin gaye and chardonnay,FALSE,NA,8/8/13 11:26,FALSE,NA,3.65434E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_barneywynne_,1,FALSE,NA,NA
20,"RT @Tamgui: MT @Jdnrm: ""Some kind of meat, and a piss poor measure of Hamilton Chardonnay http://t.co/yNMFbZLHK1"" #LeedsVsSydney #LeedsTour…",FALSE,NA,8/8/13 11:26,FALSE,NA,3.65434E+17,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",Ms_Sharn,1,FALSE,NA,NA
21,RT @vcveats: 446 Chardonnay http://t.co/ucSyVGev93 #winetourism,FALSE,NA,8/8/13 11:25,FALSE,NA,3.65434E+17,NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",WineHotelsColl,2,FALSE,NA,NA
22,I can never eat a full packet of Co-op sea salt and Chardonnay wine vinegar flavour crisps. They're too intense.,FALSE,NA,8/8/13 11:22,FALSE,NA,3.65433E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lynzi_89,0,FALSE,NA,NA
23,Marvin Gaye and Chardonnay,FALSE,NA,8/8/13 11:20,FALSE,NA,3.65432E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nkechixox_,0,FALSE,NA,NA
24,I brought some Marvin Gaye and Chardonnay.,FALSE,NA,8/8/13 11:19,FALSE,NA,3.65432E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",A_ForeverThing,0,FALSE,NA,NA
25,446 Chardonnay http://t.co/ucSyVGev93 #winetourism,FALSE,NA,8/8/13 11:18,FALSE,NA,3.65432E+17,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",vcveats,2,FALSE,NA,NA
26,RT @NowOnRadio1Xtra: Marvin &amp; Chardonnay (feat. Kanye West &amp; Roscoe Dash) - by Big Sean #bbc #radio1xtra,FALSE,NA,8/8/13 11:17,FALSE,NA,3.65432E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_barneywynne_,1,FALSE,NA,NA
27, Marvin &amp; Chardonnay (feat. Kanye West &amp; Roscoe Dash) - by Big Sean #bbc #radio1xtra,FALSE,NA,8/8/13 11:17,FALSE,NA,3.65431E+17,NA,"<a href=""http://airflakes.com"" rel=""nofollow"">Airflakes.com</a>",NowOnRadio1Xtra,1,FALSE,NA,NA
28,"MT @Jdnrm: ""Some kind of meat, and a piss poor measure of Hamilton Chardonnay http://t.co/yNMFbZLHK1"" #LeedsVsSydney #LeedsTourismBoard",FALSE,NA,8/8/13 11:15,FALSE,NA,3.65431E+17,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",Tamgui,1,FALSE,NA,NA
29,"Blue eye Trevalla roasted fillet with Jerusalem artichoke, Jamon &amp; witlof w/ 2012 Hamilton Chardonnay #Aria http://t.co/AnFDxUmpdo",FALSE,NA,8/8/13 11:13,FALSE,NA,3.65431E+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">Photos on iOS</a>",Jdnrm,0,FALSE,NA,NA
30,7 am cocktails to start the trip! @stineyyyy homemade mimosas at the club #orangejuice #Chardonnay http://t.co/DuALwat7V6,FALSE,NA,8/8/13 11:05,FALSE,NA,3.65429E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",colie220,0,FALSE,NA,NA
31,I dreamt that @gracehelbig cooked me dinner and insisted I drank Chardonnay to it. Why Chardonnay. And why were we sitting on a rock.,FALSE,NA,8/8/13 11:02,FALSE,NA,3.65428E+17,NA,web,swiftsgron,0,FALSE,NA,NA
32,"RT @FlashVino: Had a lot of customers asking what happened to old school big oaky buttery Chardonnay recently, my answer, you stopped buyin…",FALSE,NA,8/8/13 10:52,FALSE,NA,3.65425E+17,NA,web,jannedennis,3,FALSE,NA,NA
33,"Hey, Grannies, meditation and chardonnay!
http://t.co/yjsysb6UBy",FALSE,NA,8/8/13 10:46,FALSE,NA,3.65424E+17,NA,web,ohsostill,0,FALSE,NA,NA
34,wine 2010 Fox Run Vineyards Chardonnay Reserve 750 mL by Fox Run Vineyards Buy new:  $15.99 (Visit the Hot New... http://t.co/klgpgcI8pH,FALSE,NA,8/8/13 10:42,FALSE,NA,3.65423E+17,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",rceX,0,FALSE,NA,NA
35,RT @majesticgul: Very exciting online exclusive the Eileen Hardy Chardonnay from Tasmania - very very good -  check out the website for det…,FALSE,NA,8/8/13 10:42,FALSE,NA,3.65423E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majesticegr,1,FALSE,NA,NA
36,Very exciting online exclusive the Eileen Hardy Chardonnay from Tasmania - very very good -  check out the website for details,FALSE,NA,8/8/13 10:41,FALSE,NA,3.65423E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majesticgul,1,FALSE,NA,NA
37,"nothing like a racing game victory,and good music blasting in your earphones..and a beer or chardonnay--specially after reading alot or movi",FALSE,NA,8/8/13 10:40,FALSE,NA,3.65422E+17,NA,web,Lawrence0123,0,FALSE,NA,NA
38,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/…",FALSE,NA,8/8/13 10:39,FALSE,NA,3.65422E+17,NA,web,mrsh1965,287,FALSE,NA,NA
39,"RT @champdenwhite: @JourneysEndWine Thanks for the support, glad you like the pictures. Had a bottle of your Chardonnay at the weekend. Lov…",FALSE,NA,8/8/13 10:34,FALSE,NA,3.65421E+17,NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",JourneysEndWine,1,FALSE,NA,NA
40,@champdenwhite A pleasure Colin and thank you for the support too. So pleased you enjoyed the Chardonnay. @waitrosewine,FALSE,champdenwhite,8/8/13 10:34,FALSE,3.6542E+17,3.65421E+17,167407088,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",JourneysEndWine,0,FALSE,NA,NA
41,RT @TheWineOak: #thewineoak #pouring #wine into a #wineglass #whitewine #chardonnay #spring http://t.co/m4wpihibKl,FALSE,NA,8/8/13 10:33,FALSE,NA,3.65421E+17,NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",CraftCocktail,1,FALSE,NA,NA
42,"@JourneysEndWine Thanks for the support, glad you like the pictures. Had a bottle of your Chardonnay at the weekend. Lovely. @waitrosewine",FALSE,JourneysEndWine,8/8/13 10:32,FALSE,3.65415E+17,3.6542E+17,554991011,web,champdenwhite,1,FALSE,NA,NA
43,But this girl. I don't drink hey! :/ RT @CurvyChoc_Brown: @PatrickShabangu I got a bottle of Chardonnay!!! Lets!!!,FALSE,NA,8/8/13 10:30,FALSE,NA,3.6542E+17,NA,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",PatrickShabangu,0,FALSE,NA,NA
44,@PatrickShabangu I got a bottle od Chardonnay!!! Lets!!!,FALSE,PatrickShabangu,8/8/13 10:28,FALSE,3.65416E+17,3.65419E+17,52414208,web,CurvyChoc_Brown,0,FALSE,NA,NA
45,@LeopardLeapWine unwooded 2012 #chardonnay was my fave of the #wine tasting &amp; in all of #Franschhoek SAF. Zesty! http://t.co/zNtFOnIfVp,FALSE,LeopardLeapWine,8/8/13 10:28,FALSE,NA,3.65419E+17,67601424,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",elybuk,0,FALSE,NA,NA
46,"I visited FROMM in 2007, Chardonnay stood out to me, old world style, very good! RT“@FrommWinery: @NickWineJournal nice praise, thanks Nick”",FALSE,FrommWinery,8/8/13 10:28,FALSE,3.65312E+17,3.65419E+17,184918004,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NickWineJournal,0,FALSE,NA,NA
47,"RT @FlashVino: Had a lot of customers asking what happened to old school big oaky buttery Chardonnay recently, my answer, you stopped buyin…",FALSE,NA,8/8/13 10:27,FALSE,NA,3.65419E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AgeGoodBarGuide,3,FALSE,NA,NA
48,Marvin Gaye and Chardonnay,FALSE,NA,8/8/13 10:26,FALSE,NA,3.65419E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",___GOLDIE,0,FALSE,NA,NA
49,RT @majesticwine: New! Super cool climate Tasmanian Chardonnay exclusive to http://t.co/RZNbPTEi1U. On trend and absolutely delicious! http…,FALSE,NA,8/8/13 10:25,FALSE,NA,3.65419E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majesticgul,1,FALSE,NA,NA
50,"Had a lot of customers asking what happened to old school big oaky buttery Chardonnay recently, my answer, you stopped buying it!",FALSE,NA,8/8/13 10:23,FALSE,NA,3.65418E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FlashVino,3,FALSE,NA,NA
51,RT @JinkxMonsoon: This is how Jinkx double fists: chocolate milkshake and a polite glass of Chardonnay. http://t.co/DuD04ylk5w,FALSE,NA,8/8/13 10:19,FALSE,NA,3.65417E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nicereminders,19,FALSE,NA,NA
52,New! Super cool climate Tasmanian Chardonnay exclusive to http://t.co/RZNbPTEi1U. On trend and absolutely delicious! http://t.co/3UtfDmKbjx,FALSE,NA,8/8/13 10:18,FALSE,NA,3.65417E+17,NA,web,majesticwine,1,FALSE,NA,NA
53,#wine #icebucket #work #rose #white #colour #pinotgrigio #sauvignon #blanc #chardonnay http://t.co/YenLNfPfih,FALSE,NA,8/8/13 10:17,FALSE,NA,3.65417E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",jessinthewild,0,FALSE,NA,NA
54,"Today's Special! Cockle Linguine - Juicy cockles w/ garlic, chilli, parsley, tossed through pasta w/ butter &amp; organic Chardonnay white wine!",FALSE,NA,8/8/13 10:15,FALSE,NA,3.65416E+17,NA,web,JamiesItalianIE,0,FALSE,NA,NA
55,"""@TascaWine an extremely delicious Chardonnay"" ",FALSE,TascaWine,8/8/13 10:13,FALSE,3.65342E+17,3.65415E+17,589915757,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",adam_pache,0,FALSE,NA,NA
56,#thewineoak #pouring #wine into a #wineglass #whitewine #chardonnay #spring http://t.co/m4wpihibKl,FALSE,NA,8/8/13 10:11,FALSE,NA,3.65415E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",TheWineOak,1,FALSE,NA,NA
57,"RT @DeBortoliWines: ""@vitibit:Hello Chardonnay, did you not get the memo? #itsstillwinter @DeBortoliWines #huntervalley http://t.co/va5YFIo…",FALSE,NA,8/8/13 10:10,FALSE,NA,3.65415E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",PrinthieWines,2,FALSE,NA,NA
58,RT @bubblexxxmag: Mz.Chardonnay | BubbleShake http://t.co/ODWgM2cIr8,FALSE,NA,8/8/13 10:01,FALSE,NA,3.65413E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MzChardonnay87,1,FALSE,NA,NA
59,Chardonnay has got me feelin nice,FALSE,NA,8/8/13 10:01,FALSE,NA,3.65413E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KohdeeeN,0,FALSE,NA,NA
60,"Good morning #tunbridgewells! Come and try some catena alta, a fine wine Chardonnay from Argentina!",FALSE,NA,8/8/13 9:40,FALSE,NA,3.65407E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majestictun,0,FALSE,NA,NA
61,I've just seen the email about the Eileen Hardy Chardonnay...really good quality wine that. It's got my coveted stamp of approval.,FALSE,NA,8/8/13 9:40,FALSE,NA,3.65407E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majesticsunn,0,FALSE,NA,NA
62,"On the tasting counter: Wine of the Week Catena Alta Chardonnay 2010, Mendoza http://t.co/JDBaE0TdQj",FALSE,NA,8/8/13 9:39,FALSE,NA,3.65407E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majestictun,0,FALSE,NA,NA
63,"@JinkxMonsoon Normally, I'd take the milkshake, but after this week at work, I'll take the chardonnay! Xo!",FALSE,JinkxMonsoon,8/8/13 9:38,FALSE,3.65363E+17,3.65407E+17,627949093,web,LisaF1163,0,FALSE,NA,NA
64,#Chardonnay Ayyyyy,FALSE,NA,8/8/13 9:38,FALSE,NA,3.65407E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KohdeeeN,0,FALSE,NA,NA
65,"On the tasting counter:  Septimo Día Chardonnay 2012, Mendoza http://t.co/XBjnwd4rA6",FALSE,NA,8/8/13 9:37,FALSE,NA,3.65406E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majesticshe,0,FALSE,NA,NA
66,"RT @DonJon: “@irishtexan0881: @DonJon  You would love Chicken Chardonnay with a cream mushroom sauce.”
nah no dairy",FALSE,NA,8/8/13 9:35,FALSE,NA,3.65406E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LaMouff,6,FALSE,NA,NA
67,"Just to set the mood, girl  i brought some marvin gaye and Chardonnay",FALSE,NA,8/8/13 9:33,FALSE,NA,3.65405E+17,NA,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",kee_folarin,0,FALSE,NA,NA
68,CHARDONNAY IS SO GROSSE,FALSE,NA,8/8/13 9:30,FALSE,NA,3.65405E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ArthurSoltys,0,FALSE,NA,NA
69,"Spanish white #wine? Try our #chardonnay SOLAR DE URBEZO, very well valued internationally http://t.co/PmOLps4snY http://t.co/ItsFBSHvRS",FALSE,NA,8/8/13 9:30,FALSE,NA,3.65405E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",UrbezoWines,0,FALSE,NA,NA
70,RT @JinkxMonsoon: This is how Jinkx double fists: chocolate milkshake and a polite glass of Chardonnay. http://t.co/DuD04ylk5w,FALSE,NA,8/8/13 9:22,FALSE,NA,3.65403E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kaleidocakes,19,FALSE,NA,NA
71,RT @LindsRocksGreen: Well I can tell by this empty bottle of Chardonnay that it is bed time,FALSE,NA,8/8/13 9:21,FALSE,NA,3.65402E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",elfeceselking,2,FALSE,NA,NA
72,There are few mental cobwebs a 10km run can't clear. And it leaves you feeling smug. Now for some Chardonnay with lunch and @kerrywhitcomb,FALSE,NA,8/8/13 9:21,FALSE,NA,3.65402E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NicAtt,0,FALSE,NA,NA
73,The video for Black Skinhead is really odd though... o.O,FALSE,NA,8/8/13 9:16,FALSE,NA,3.65401E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Mz_Chardonnay,3,FALSE,NA,NA
74,"RT @DonJon: “@irishtexan0881: @DonJon  You would love Chicken Chardonnay with a cream mushroom sauce.”
nah no dairy",FALSE,NA,8/8/13 9:16,FALSE,NA,3.65401E+17,NA,web,EvaMaurin2,6,FALSE,NA,NA
75,"On the tasting counter:  Mountain View Chardonnay 2012, Luis Felipe Edwards, Central Valley http://t.co/hLByCRdsTT",FALSE,NA,8/8/13 9:10,FALSE,NA,3.654E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majesticbrh,0,FALSE,NA,NA
76,@PolperroNews Just reminiscing... The Chardonnay is taking its toll!! Cheers.,FALSE,PolperroNews,8/8/13 9:08,FALSE,3.65392E+17,3.65399E+17,559429415,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",anoniphone,0,FALSE,NA,NA
77,"RT @DonJon: “@irishtexan0881: @DonJon  You would love Chicken Chardonnay with a cream mushroom sauce.”
nah no dairy",FALSE,NA,8/8/13 9:08,FALSE,NA,3.65399E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nauranadif,6,FALSE,NA,NA
78,"RT @DonJon: “@irishtexan0881: @DonJon  You would love Chicken Chardonnay with a cream mushroom sauce.”
nah no dairy",FALSE,NA,8/8/13 9:01,FALSE,NA,3.65397E+17,NA,web,rowanthewarrior,6,FALSE,NA,NA
79,#drinking #chardonnay #evansandtate #jimbeam #honey #couplethings #endofmyworkweek #ilovelife #21stglass http://t.co/KXgbRAQfsB,FALSE,NA,8/8/13 8:59,FALSE,NA,3.65397E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",KloesaurusRex,0,FALSE,NA,NA
80,it's a black fly in your chardonnay,FALSE,NA,8/8/13 8:56,FALSE,NA,3.65396E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",harrypls,0,FALSE,NA,NA
81,"RT @DonJon: “@irishtexan0881: @DonJon  You would love Chicken Chardonnay with a cream mushroom sauce.”
nah no dairy",FALSE,NA,8/8/13 8:53,FALSE,NA,3.65395E+17,NA,web,irishtexan0881,6,FALSE,NA,NA
82,@justinmccurry Canned Chardonnay is my favourite bit of your last tweet. I am sure there would be outrage in France at reading that.,FALSE,justinmccurry,8/8/13 8:48,FALSE,3.65386E+17,3.65394E+17,47005268,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",InsideJapan,0,FALSE,NA,NA
83,I'm on the phone with you. — weirdo lol http://t.co/8P1RiQeJPZ,FALSE,NA,8/8/13 8:45,FALSE,NA,3.65393E+17,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>",Sipp_ChardonNAY,0,FALSE,NA,NA
84,Faaaaaaarrr too much Chardonnay last night!! #ropey,FALSE,NA,8/8/13 8:43,FALSE,NA,3.65393E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JackWa789,0,FALSE,NA,NA
85,Guess what I'm doing. — what you doing? http://t.co/6xbzVKGTiE,FALSE,NA,8/8/13 8:41,FALSE,NA,3.65392E+17,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>",Sipp_ChardonNAY,0,FALSE,NA,NA
86,"RT @onikanomaraj: Chardonnay is legit
#carname",FALSE,NA,8/8/13 8:40,FALSE,NA,3.65392E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mr_twenty7,1,FALSE,NA,NA
87,"Chardonnay and Courtney pissed me off today.. Fam or not, I aint messing with them no more",FALSE,NA,8/8/13 8:39,FALSE,NA,3.65392E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",ImirBailey_4,0,FALSE,NA,NA
88,@dirty_14 @RitaPanahi Chardonnay from Footballer's Wives an exception?,FALSE,dirty_14,8/8/13 8:34,FALSE,3.65376E+17,3.6539E+17,164457692,web,MarkBoric,0,FALSE,NA,NA
89,Southern Fusion in Buckhead is Horseradish Grill - Chardonnay &amp; Shrimp &amp; Grits http://t.co/F6z6rWemwc,FALSE,NA,8/8/13 8:30,FALSE,NA,3.6539E+17,NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>",HorseradishATL,1,FALSE,NA,NA
90,"RT @DonJon: “@irishtexan0881: @DonJon  You would love Chicken Chardonnay with a cream mushroom sauce.”
nah no dairy",FALSE,NA,8/8/13 8:27,FALSE,NA,3.65389E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bilbo_bagginsss,6,FALSE,NA,NA
91,"“@irishtexan0881: @DonJon  You would love Chicken Chardonnay with a cream mushroom sauce.”
nah no dairy",FALSE,irishtexan0881,8/8/13 8:25,FALSE,3.65222E+17,3.65388E+17,55853364,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DonJon,6,FALSE,NA,NA
92,@Mz_Chardonnay I see... but let us stay optimistic yh...!,FALSE,Mz_Chardonnay,8/8/13 8:16,FALSE,3.65382E+17,3.65386E+17,440231762,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tnak21,0,FALSE,NA,NA
93,"It's like our first date... Time past fast, like the flash of a blink, A little chardonnay, lingerie and a mink. (8) http://t.co/YfD66FSEMY",FALSE,NA,8/8/13 8:16,FALSE,NA,3.65386E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",fatavejzovic,0,FALSE,NA,NA
94,RT @JinkxMonsoon: This is how Jinkx double fists: chocolate milkshake and a polite glass of Chardonnay. http://t.co/DuD04ylk5w,FALSE,NA,8/8/13 8:15,FALSE,NA,3.65386E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kayner109,19,FALSE,NA,NA
95,"Days like these are when I need a glass of chardonnay or chianti, a novel with purpose, or a silent, meaningless round of chess.",FALSE,NA,8/8/13 8:13,FALSE,NA,3.65385E+17,NA,web,CipherLeChiffre,0,FALSE,NA,NA
